package,fun_name,file,line1,col1,line2,col2,call_fun_name,args
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"parse(text = fcall), list(x = x), parent.frame(2)"
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"sh, list(x = x), parent.frame(2)"
actuar,adjCoef,NA,NA,NA,NA,NA,eval,mgfx
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"mgfw, list(x = -x * premium.rate)"
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"parse(text = fcall), list(x = x, y = y), parent.frame(2)"
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"sh, list(x = x, y = y), parent.frame(2)"
actuar,adjCoef,NA,NA,NA,NA,NA,eval,mgfx
actuar,adjCoef,NA,NA,NA,NA,NA,eval,premium.rate
actuar,adjCoef,NA,NA,NA,NA,NA,eval,"mgfw, list(x = -x * eval(premium.rate))"
actuar,knots.elev,NA,NA,NA,NA,NA,eval,"expression(cj), environment(Fn)"
actuar,knots.elev,NA,NA,NA,NA,NA,eval,"expression(x), environment(Fn)"
actuar,emm.grouped.data,NA,NA,NA,NA,NA,eval,"expression(cj), environment(x)"
actuar,hierarc,/tmp/Rtmp34wk5a/R.INSTALL188c6342293c/actuar/R/hierarc.R,226,9,226,18,eval,bexp
actuar,bvar.iterative,/tmp/Rtmp34wk5a/R.INSTALL188c6342293c/actuar/R/bstraub.R,130,9,130,17,eval,exp
actuar,hache.origin,/tmp/Rtmp34wk5a/R.INSTALL188c6342293c/actuar/R/hache.origin.R,104,9,104,17,eval,exp
actuar,summary.ogive,NA,NA,NA,NA,NA,eval,"expression(x), environment(object)"
actuar,discretize,NA,NA,NA,NA,NA,eval,"cdf, list(x = x), parent.frame()"
actuar,discretize,NA,NA,NA,NA,NA,eval,"cdf, list(x = x), parent.frame()"
actuar,discretize,NA,NA,NA,NA,NA,eval,"lev, list(x = x), parent.frame()"
actuar,discretize,NA,NA,NA,NA,NA,eval,"cdf, list(x = c(from, to)), parent.frame()"
actuar,hist.grouped.data,NA,NA,NA,NA,NA,eval,"expression(cj), environment(x)"
actuar,plot.adjCoef,NA,NA,NA,NA,NA,eval,"expression(x), environment(x)"
actuar,plot.adjCoef,NA,NA,NA,NA,NA,eval,"expression(y), environment(x)"
actuar,ruin,/tmp/Rtmp34wk5a/R.INSTALL188c6342293c/actuar/R/ruin.R,259,13,259,21,eval,exp
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, n.current), list(x = as.name(params[[j]])))"
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,Call
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,Call
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, n.current), list(x = as.name(params[[j]])))"
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,Call
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, frequencies), list(x = as.name(p)))"
actuar,rcomphierarc,NA,NA,NA,NA,NA,eval,Call
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Su
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fu
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,F
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Sd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,f
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Sd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Sd
actuar,coverage,NA,NA,NA,NA,NA,eval.parent,Fd
actuar,rcompound,NA,NA,NA,NA,NA,eval,cl.freq
actuar,rcompound,NA,NA,NA,NA,NA,eval,cl.sev
actuar,rcompound,NA,NA,NA,NA,NA,eval,cl.freq
actuar,rcompound,NA,NA,NA,NA,NA,eval,cl.sev
actuar,mde,NA,NA,NA,NA,NA,eval,Call
actuar,print.elev,NA,NA,NA,NA,NA,eval,"parse(text = varname), environment(x)"
actuar,cm,NA,NA,NA,NA,NA,eval,"cl, parent.frame()"
actuar,cm,NA,NA,NA,NA,NA,eval,"cl, parent.frame()"
actuar,cm,NA,NA,NA,NA,NA,eval,"cl, parent.frame()"
actuar,ogive.default,NA,NA,NA,NA,NA,eval,"expression(cj), environment(x)"
actuar,rcomppois,NA,NA,NA,NA,NA,eval,cl.sev
actuar,rcomppois,NA,NA,NA,NA,NA,eval,cl.sev
actuar,simpf,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, n.current), list(x = as.name(params[[j]])))"
actuar,simpf,NA,NA,NA,NA,NA,eval,Call
actuar,simpf,NA,NA,NA,NA,NA,eval,Call
actuar,simpf,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, n.current), list(x = as.name(params[[j]])))"
actuar,simpf,NA,NA,NA,NA,NA,eval,Call
actuar,simpf,NA,NA,NA,NA,NA,eval,"substitute(x <- rep.int(x, frequencies), list(x = as.name(p)))"
actuar,simpf,NA,NA,NA,NA,NA,eval,Call
ade4,add.scatter,/tmp/Rtmpit6GyU/R.INSTALL1fb9213c628f6/ade4/R/add.scatter.R,69,3,69,12,eval,func
ade4,wca.dpcoa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$dis
ade4,summary.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiL
ade4,summary.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiR
ade4,summary.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiQ
ade4,plot.witrlq,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$fac
ade4,scatter.acm,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,wca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiR
ade4,wca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiL
ade4,wca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiQ
ade4,randtest.betwit,NA,NA,NA,NA,NA,eval.parent,appel$x
ade4,randtest.betwit,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,randtest.betwit,NA,NA,NA,NA,NA,eval.parent,appel$cofac
ade4,suprow.mix,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,bca.dpcoa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$dis
ade4,plot.multispati,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,boxplot.acm,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,scatter.fca,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,score.coa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,score.coa,NA,NA,NA,NA,NA,eval.parent,as.list(y$call)[[2]]
ade4,score.coa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,randtest.pcaiv,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,randtest.pcaiv,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,score.mix,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,suprow.pta,NA,NA,NA,NA,NA,eval.parent,appel$X
ade4,suprow.pta,NA,NA,NA,NA,NA,eval.parent,appel.kta2$x
ade4,suprow.pta,NA,NA,NA,NA,NA,eval.parent,appel.kta1$dudiwit
ade4,suprow.pta,NA,NA,NA,NA,NA,eval.parent,appel.wit1$df
ade4,suprow.pta,NA,NA,NA,NA,NA,eval.parent,appel.wit1$fac
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiX
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelX$df
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelY$df
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelX$df
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelY$df
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelY$df
ade4,randtest.coinertia,NA,NA,NA,NA,NA,eval.parent,appelX$df
ade4,summary.between,NA,NA,NA,NA,NA,eval.parent,appel$x
ade4,witwitsepan,NA,NA,NA,NA,NA,eval.parent,appel[[3]]
ade4,witwitsepan,NA,NA,NA,NA,NA,eval.parent,appel[[4]]
ade4,witwitsepan,NA,NA,NA,NA,NA,eval.parent,appel[[2]]
ade4,witwitsepan,NA,NA,NA,NA,NA,eval.parent,as.list(anal$call)[[2]]
ade4,rtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,rtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,rtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,rtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,rtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,plot.4thcorner,NA,NA,NA,NA,NA,eval,"appel$xtest, sys.frame(0)"
ade4,plot.4thcorner,NA,NA,NA,NA,NA,eval,"appel$typetest, sys.frame(0)"
ade4,suprow.acm,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiR
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiQ
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiL
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appelR$df
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appelQ$df
ade4,fourthcorner.rlq,NA,NA,NA,NA,NA,eval.parent,appelL$df
ade4,summary.multispati,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,summary.multispati,NA,NA,NA,NA,NA,eval.parent,appel$listw
ade4,plot.dpcoa,NA,NA,NA,NA,NA,eval.parent,X
ade4,plot.betrlq,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$fac
ade4,plot.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,plot.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,plot.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,plot.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,plot.discrimin,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$fac
ade4,summary.corkdist,NA,NA,NA,NA,NA,eval.parent,"as.list(attr(object, ""call""))$kd"
ade4,summary.within,NA,NA,NA,NA,NA,eval.parent,appel$x
ade4,summary.mcoa,NA,NA,NA,NA,NA,eval.parent,appel$X
ade4,score.pca,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,rtest.niche,NA,NA,NA,NA,NA,eval.parent,appel$dudiX
ade4,rtest.niche,NA,NA,NA,NA,NA,eval.parent,appel$Y
ade4,plot.corkdist,NA,NA,NA,NA,NA,eval.parent,"as.list(attr(x, ""call""))$kd"
ade4,summary.betwit,NA,NA,NA,NA,NA,eval.parent,appel$x
ade4,testdim.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$scale
ade4,testdim.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$option
ade4,testdim.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$ktabX
ade4,testdim.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,summary.inertia,NA,NA,NA,NA,NA,eval.parent,call
ade4,bwca.dpcoa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)$dis
ade4,randboot.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$scale
ade4,randboot.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$option
ade4,randboot.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$ktabX
ade4,randboot.multiblock,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,randtest.dpcoa,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,randtest.dpcoa,NA,NA,NA,NA,NA,eval.parent,appel$dis
ade4,redo.dudi,NA,NA,NA,NA,NA,eval.parent,appel[[2]]
ade4,redo.dudi,NA,NA,NA,NA,NA,eval.parent,as.call(appel)
ade4,redo.dudi,/tmp/Rtmpit6GyU/R.INSTALL1fb9213c628f6/ade4/R/dudi.R,184,5,184,31,eval.parent,as.call(appel)
ade4,plot.witcoi,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,kplot.sepan,NA,NA,NA,NA,NA,eval.parent,appel$X
ade4,randtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,randtest.discrimin,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,reciprocal.coa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,reciprocal.coa,NA,NA,NA,NA,NA,eval.parent,as.list(y$call)[[2]]
ade4,reciprocal.coa,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,randtest.pcaivortho,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,randtest.pcaivortho,NA,NA,NA,NA,NA,eval.parent,appel$df
ade4,rtest.between,NA,NA,NA,NA,NA,eval.parent,appel[[2]]
ade4,rtest.between,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,kplotsepan.coa,NA,NA,NA,NA,NA,eval.parent,appel$X
ade4,summary.pcaiv,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,wca.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiX
ade4,wca.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,plot.niche,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[3]]
ade4,summary.pcaivortho,NA,NA,NA,NA,NA,eval.parent,appel$dudi
ade4,score.acm,NA,NA,NA,NA,NA,eval.parent,as.list(x$call)[[2]]
ade4,plot.between,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,plot.between,NA,NA,NA,NA,NA,eval.parent,appel$x
ade4,dudi.type,NA,NA,NA,NA,NA,eval,x[[1]]
ade4,dudi.type,NA,NA,NA,NA,NA,eval,call.list$scale
ade4,dudi.type,NA,NA,NA,NA,NA,eval,call.list$center
ade4,witwit.coa,NA,NA,NA,NA,NA,eval.parent,as.list(dudi$call)$df
ade4,randtest.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiR
ade4,randtest.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiQ
ade4,randtest.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiL
ade4,randtest.rlq,NA,NA,NA,NA,NA,eval.parent,appelR$df
ade4,randtest.rlq,NA,NA,NA,NA,NA,eval.parent,appelQ$df
ade4,bca.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiX
ade4,bca.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,niche.param,NA,NA,NA,NA,NA,eval.parent,appel[[2]]
ade4,niche.param,NA,NA,NA,NA,NA,eval.parent,appel[[3]]
ade4,randtest.between,NA,NA,NA,NA,NA,eval.parent,appel[[2]]
ade4,randtest.between,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,bca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiR
ade4,bca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiL
ade4,bca.rlq,NA,NA,NA,NA,NA,eval.parent,appel$dudiQ
ade4,plot.betcoi,NA,NA,NA,NA,NA,eval.parent,appel$fac
ade4,summary.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiX
ade4,summary.coinertia,NA,NA,NA,NA,NA,eval.parent,appel$dudiY
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,print.betcoi,NA,NA,NA,NA,NA,eval,x$call[[2]]
ade4,testdim.pca,NA,NA,NA,NA,NA,eval.parent,appel$scale
ade4,testdim.pca,NA,NA,NA,NA,NA,eval.parent,appel$center
adegenet,sample.haploGen,NA,NA,NA,NA,NA,eval,prevCall$mu
adegenet,sample.haploGen,NA,NA,NA,NA,NA,eval,prevCall$seq.length
adegenet,summary.spca,NA,NA,NA,NA,NA,eval,appel$obj
adegenet,seqTrack.haploGen,NA,NA,NA,NA,NA,eval,prevCall$mu
AER,ivreg,NA,NA,NA,NA,NA,eval,"mf, parent.frame()"
AER,update.tobit,NA,NA,NA,NA,NA,eval,"call, parent.frame()"
AER,model.frame.tobit,/tmp/RtmpvsBwkG/R.INSTALL32fa1defa2fc/AER/R/tobit.R,271,3,271,17,eval,"Call, env"
AER,tobit,NA,NA,NA,NA,NA,eval,formula
AER,tobit,NA,NA,NA,NA,NA,eval,"cl, oenv"
AER,update.ivreg,NA,NA,NA,NA,NA,eval,"call, parent.frame()"
animation,grad.desc,NA,NA,NA,NA,NA,eval,"substitute(expression(z == x), list(x = body(FUN)))"
animation,bisection.method,NA,NA,NA,NA,NA,eval,"substitute(expression(f(x) == y), list(y = body(FUN)))"
animation,bisection.method,NA,NA,NA,NA,NA,eval,"substitute(expression(f(x) == y), list(y = body(FUN)))"
animation,bisection.method,NA,NA,NA,NA,NA,eval,"substitute(expression(""Root-finding by Bisection Method:"" ~ y == 0), list(y = body(FUN)))"
animation,saveHTML,/tmp/RtmpX3Sx4f/R.INSTALL2100a9e3cbe3/animation/R/saveHTML.R,137,3,137,12,eval,expr
animation,sim.qqnorm,/tmp/RtmpX3Sx4f/R.INSTALL2100a9e3cbe3/animation/R/sim.qqnorm.R,24,5,24,19,eval,last.plot
animation,MC.samplemean,NA,NA,NA,NA,NA,eval,"substitute(expression(y == x), list(x = body(FUN)))"
animation,MC.hitormiss,NA,NA,NA,NA,NA,eval,"substitute(expression(y == x), list(x = body(FUN)))"
animation,newton.method,NA,NA,NA,NA,NA,eval,"substitute(expression(f(x) == y), list(y = body(FUN)))"
animation,newton.method,NA,NA,NA,NA,NA,eval,"substitute(expression(f(x) == y), list(y = body(FUN)))"
animation,newton.method,NA,NA,NA,NA,NA,eval,"substitute(expression(""Root-finding by Newton-Raphson Method:"" ~ y == 0), list(y = body(FUN)))"
aod,quasibin,NA,NA,NA,NA,NA,eval,"parse(text = paste(""binomial(link ="", link, "")""))"
aod,negbin,NA,NA,NA,NA,NA,eval,"mfb, parent.frame()"
aod,negbin,NA,NA,NA,NA,NA,eval,"mr, parent.frame()"
aod,negbin,NA,NA,NA,NA,NA,eval,parse(text = express)
aod,betabin,NA,NA,NA,NA,NA,eval,"mfb, parent.frame()"
aod,betabin,NA,NA,NA,NA,NA,eval,"mr, parent.frame()"
aod,betabin,NA,NA,NA,NA,NA,eval,parse(text = express)
aod,betabin,NA,NA,NA,NA,NA,eval,"parse(text = paste(""binomial(link ="", link, "")""))"
arm,predictLM,NA,NA,NA,NA,NA,eval,"attr(tt, ""variables"")[[i + 1]], newdata"
arm,predictLM,NA,NA,NA,NA,NA,eval,"object$call$offset, newdata"
arm,predictLM,NA,NA,NA,NA,NA,eval,"weights[[2L]], d, environment(weights)"
arm,bayesglm.fit,/tmp/RtmpnzhGAE/R.INSTALL3023c224518ba/arm/R/bayesglm.R,252,9,252,31,eval,family$initialize
arm,bayesglm.fit,/tmp/RtmpnzhGAE/R.INSTALL3023c224518ba/arm/R/bayesglm.R,255,9,255,31,eval,family$initialize
arm,bayespolr,NA,NA,NA,NA,NA,eval.parent,m$data
arm,bayespolr,NA,NA,NA,NA,NA,eval.parent,m
arm,balance,NA,NA,NA,NA,NA,eval,call.raw
arm,balance,NA,NA,NA,NA,NA,eval,call.matched
arm,standardize.default,NA,NA,NA,NA,NA,eval,call.new
arm,bayesglm,NA,NA,NA,NA,NA,eval,"mf, parent.frame()"
assertive.base,dont_stop,NA,NA,NA,NA,NA,eval,"calli, this_env"
assertive.base,are_identical_legacy,NA,NA,NA,NA,NA,eval,"expr1, envir"
assertive.base,are_identical_legacy,NA,NA,NA,NA,NA,eval,"expr2, envir"
assertthat,path_is_not,NA,NA,NA,NA,NA,eval,"call[[var]], env"
assertthat,see_if,NA,NA,NA,NA,NA,eval,substitute(alist(...))
assertthat,see_if,/tmp/Rtmpcgkt0C/R.INSTALL1fa02151c684f/assertthat/R/assert-that.r,68,7,68,26,eval,"assertion, env"
assertthat,get_message,NA,NA,NA,NA,NA,eval,"call[[1]], env"
backports,capture.output,NA,NA,NA,NA,NA,eval,"expr, pf"
BBmisc,coalesce,/tmp/RtmpJsa0LP/R.INSTALL268ef706cda6/BBmisc/R/coalesce.R,23,7,23,83,eval,"substitute(missing(symbol), list(symbol = arg)), parent.frame()"
BBmisc,coalesce,NA,NA,NA,NA,NA,eval,"arg, parent.frame()"
BBmisc,do.call2,/tmp/RtmpJsa0LP/R.INSTALL268ef706cda6/BBmisc/R/do.call2.R,26,3,26,27,eval.parent,"expr, 1L"
bbmle,proffun,NA,NA,NA,NA,NA,eval,call$fixed
bbmle,proffun,NA,NA,NA,NA,NA,eval,"call, environment(fitted)"
bbmle,proffun,NA,NA,NA,NA,NA,eval,"call, environment(fitted)"
bbmle,proffun,NA,NA,NA,NA,NA,eval.parent,call$control$ndeps
bbmle,proffun,NA,NA,NA,NA,NA,eval.parent,call$control$parscale
bbmle,proffun,NA,NA,NA,NA,NA,eval.parent,call$upper
bbmle,proffun,NA,NA,NA,NA,NA,eval.parent,call$lower
bbmle,calc_mle2_function,NA,NA,NA,NA,NA,eval,"deriv(parse(text = LLform), parnames), c(arglist2, data)"
bbmle,gfun,NA,NA,NA,NA,NA,eval,object@call$parameters
bbmle,sliceOld,NA,NA,NA,NA,NA,eval,call$fixed
bbmle,sliceOld,NA,NA,NA,NA,NA,eval,call
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$data
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$upper
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$lower
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$gr
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$control
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$method
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$start
bbmle,mle2,NA,NA,NA,NA,NA,eval.parent,call$fixed
bbmle,mle2,NA,NA,NA,NA,NA,local,"environment(), c(as.list(data), fdata, list(mleenvset = TRUE))"
betareg,update.betareg,NA,NA,NA,NA,NA,eval,"call, parent.frame()"
betareg,predict.betareg,NA,NA,NA,NA,NA,eval,"object$call$offset, newdata"
betareg,predict.betareg,NA,NA,NA,NA,NA,eval,"attr(object$terms$mean, ""variables"")[[j + 1L]], newdata"
betareg,predict.betareg,NA,NA,NA,NA,NA,eval,"attr(object$terms$precision, ""variables"")[[j + 1L]], newdata"
betareg,FLXMRbetafix,NA,NA,NA,NA,NA,eval,object@defineComponent
betareg,betamix,NA,NA,NA,NA,NA,eval,"mf, parent.frame()"
betareg,betatree,NA,NA,NA,NA,NA,eval,"m, parent.frame()"
betareg,FLXMRbeta,NA,NA,NA,NA,NA,eval,object@defineComponent
betareg,betareg,NA,NA,NA,NA,NA,eval,"mf, parent.frame()"
binom,binom.power,NA,NA,NA,NA,NA,eval,"substitute(binomial(x)$linkfun, list(x = method))"
